,timestamp,latitude,longitude
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
0,1723206172,-36.2523,-128.5787
